# Taken with idle=halt and halt_poll_ns=400us
4,6513,85045898670,-;virtpc: set Wp=220ns
4,6514,85045898681,-;virtpc: set Wc=1999ns
4,6515,85050898820,-;PC: 499879 items/s 0 kicks/s 0 sleeps/s 589 intrs/s 2018 sc 0 spkicks/s 2000 wc
4,6516,85055898958,-;PC: 499124 items/s 0 kicks/s 0 sleeps/s 565 intrs/s 1444 sc 0 spkicks/s 2000 wc
4,6517,85060899097,-;PC: 499456 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 1211 sc 0 spkicks/s 2000 wc
4,6518,85065899235,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6519,85070899374,-;PC: 499807 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 1062 sc 0 spkicks/s 2000 wc
4,6524,85075899513,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6525,85080899652,-;PC: 499169 items/s 0 kicks/s 0 sleeps/s 565 intrs/s 1578 sc 0 spkicks/s 2000 wc
4,6526,85085899790,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6527,85090899930,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6528,85095614857,-;virtpc: STOP
4,6529,85095707686,-;virtpc: set Wp=225ns
4,6530,85100707825,-;PC: 499871 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 1694 sc 0 spkicks/s 2000 wc
4,6531,85105707965,-;PC: 499727 items/s 0 kicks/s 0 sleeps/s 565 intrs/s 1297 sc 0 spkicks/s 2000 wc
4,6532,85110708106,-;PC: 497958 items/s 0 kicks/s 0 sleeps/s 563 intrs/s 1072 sc 0 spkicks/s 2000 wc
4,6533,85115708245,-;PC: 499041 items/s 0 kicks/s 0 sleeps/s 565 intrs/s 1986 sc 0 spkicks/s 2000 wc
4,6534,85120708385,-;PC: 499858 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 1149 sc 0 spkicks/s 2000 wc
4,6535,85125708523,-;PC: 499900 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6536,85130708663,-;PC: 499900 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6537,85135708801,-;PC: 499595 items/s 0 kicks/s 0 sleeps/s 565 intrs/s 1385 sc 0 spkicks/s 2000 wc
4,6538,85140708940,-;PC: 499900 items/s 0 kicks/s 0 sleeps/s 566 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6539,85145423966,-;virtpc: STOP
4,6540,85145516849,-;virtpc: set Wp=230ns
4,6541,85150516989,-;PC: 499896 items/s 0 kicks/s 0 sleeps/s 564 intrs/s 3138 sc 0 spkicks/s 2000 wc
4,6542,85155517128,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 564 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6543,85160517267,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 564 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6544,85165517406,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 564 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6545,85170517545,-;PC: 499156 items/s 0 kicks/s 0 sleeps/s 563 intrs/s 1592 sc 0 spkicks/s 2000 wc
4,6546,85175517682,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 564 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6547,85180517820,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 564 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6548,85185517959,-;PC: 499902 items/s 0 kicks/s 0 sleeps/s 564 intrs/s 0 sc 0 spkicks/s 2000 wc
4,6549,85190518097,-;PC: 499590 items/s 0 kicks/s 0 sleeps/s 563 intrs/s 1281 sc 0 spkicks/s 2000 wc
4,6550,85195232606,-;virtpc: STOP
4,6551,85195325325,-;virtpc: set Wp=235ns
4,6552,85200325464,-;PC: 499896 items/s 0 kicks/s 0 sleeps/s 563 intrs/s 2655 sc 0 spkicks/s 2000 wc
